,roles,companies,locations,experience,skills,skill index
1713,Data Scientist - Machine Learning/APICS,CarbyneTech India,'Hyderabad',3-8 ,"['_', 'data science', '_', 'r', '_', '_', '_', 'artificial intelligence', '_', '_', '_', 'machine learning', '_', 'python', '_', '_', '_']",-1.0
1714,Associate Data Scientist,CBA Services Private Limited,'Bangalore',3-6 ,"['_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'big data', '_', '_', '_', 'sql', '_']",-1.0
1715,Data Scientist/ Data Science Engineer,futurism technologies,'Pune',4-9 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', 'python', '_', '_', '_', '_', '_', 'machine learning', '_']",-1.0
1716,Data Scientist/ Data Science Engineer,futurism technologies,'Pune',4-9 ,"['_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
1717,Data Scientist-Client Engineering,IBM,'Mumbai',10-15 ,"['_', 'it skills', '_', 'python', '_', 'data science', '_', 'machine learning', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_']",-1.0
1718,Data Scientist & Bi Lead,TopGear Consultants Pvt Ltd.,"'Mumbai', 'Pune'",9-14 ,"['_', '_', '_', 'python', '_', 'big data', '_', 'r', '_', '_', '_', 'data science', '_', '_', '_', '_', '_']",-1.0
1719,Data Scientist & Bi Lead,TopGear Consultants Pvt Ltd.,"'Mumbai', 'Pune'",9-14 ,"['_', '_', '_', 'python', '_', 'big data', '_', 'r', '_', '_', '_', 'data science', '_', '_', '_', '_', '_']",-1.0
1720,Senior Data Scientist,Pitney Bowes India Pvt ltd,'Pune',3-6 ,"['_', '_', '_', '_', '_', 'machine learning', '_', 'python', '_', '_', '_', 'it skills', '_', '_', '_', '_', '_']",-1.0
1721,Senior Data Scientist,SALESFORCE,'Hyderabad',5-10 ,"['_', 'computer science', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'sql', '_']",-1.0
1722,Senior Data Scientist,Quadratyx,'Hyderabad',5-8 ,"['_', 'r', '_', 'python', '_', 'machine learning', '_', 'data science', '_', 'it skills', '_', 'java', '_', '_', '_', '_', '_']",1.0
1723,YASH Technologies is Hiring - Senior Data Scientist,Yash Technologies,"'Indore', ' Hyderabad', 'Pune\n'",5-10 ,"['_', '_', '_', 'machine learning', '_', 'r', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
1724,Senior Quantitative Data Scientist - Fully Remote,RemoteStar Ltd,'Remote',6-11 ,"['_', 'it skills', '_', 'python', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
1725,Data Scientist: Artificial Intelligence,IBM,'Bangalore',4-8 ,"['_', 'it skills', '_', 'java', '_', 'python', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
1726,Data Scientist: Artificial Intelligence,IBM,'Bangalore',3-7 ,"['_', '_', '_', '_', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_']",-1.0
1727,Data Scientist: Artificial Intelligence,IBM,'Bangalore',1-2 ,"['_', '_', '_', '_', '_', '_', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
1728,Data Scientist: Artificial Intelligence,IBM,'Bangalore',3-7 ,"['_', 'it skills', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'artificial intelligence', '_', '_', '_', '_', '_']",-1.0
1729,Junior Data Scientist,Diabsolut Inc.,'Bangalore',2-4 ,"['_', 'computer science', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
1730,Associate Data Scientist,Shell,'Chennai',2-7 ,"['_', '_', '_', '_', '_', 'python', '_', 'data science', '_', 'r', '_', '_', '_', '_', '_', '_', '_']",-1.0
1731,Data Analyst/Data Scientist with Data Bricks/Informatic,Devcool Technologies Private Limited,'Remote',3-6 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
1732,Data Scientist,CHANGE LEADERS CONSULTING,'NewDelhi',3-8 ,"['_', 'machine learning', '_', 'it skills', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
1733,Data Scientist NBFC's -NSE BSE Listed +3000 Employee -Delhi,hCapital Business Consulting Private Limited,'Delhi',3-8 ,"['_', '_', '_', 'python', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
1734,Data Scientist,CBA Services Private Limited,'Bangalore',5-8 ,"['_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'big data', '_', '_', '_', 'sql', '_']",-1.0
1735,Data Scientist,kk consulting services,'Bangalore',2-5 ,"['_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', 'sql', '_', 'python', '_']",-1.0
1736,Data Scientist,DigilyticsAI,'Gurgaon',3-6 ,"['_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', 'data science', '_', 'r', '_', 'artificial intelligence', '_']",-1.0
1737,Data Scientist,Star Union Dai-ichi Life Insurance,"'Thane', ' Navi Mumbai', 'Mumbai'",6-8 ,"['_', '_', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
1738,Data Scientist - Python,Team4Progress,'Bangalore',4-7 ,"['_', '_', '_', '_', '_', '_', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
1739,Principal Data Scientist,Walmart,'Bangalore',7-12 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'big data', '_', 'it skills', '_', 'data science', '_']",-1.0
1740,Data Scientist,Nokia,'Gurgaon',4-7 ,"['_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
1741,Data Scientist | A Fintech Organisation,Vision Beyond Resources India Private Limited,'Gurgaon',2-7 ,"['_', '_', '_', '_', '_', 'python', '_', '_', '_', 'data science', '_', '_', '_', '_', '_', '_', '_']",-1.0
1742,Fresher / Data Scientist / Data Analyst / python / Power BI - interns,Excel PTP Solutions,'Ahmedabad',0-2 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
1743,"Data Scientist / Lead Data Engineer (SQL, Azure Synposys, Bigdata)",Inovar Consulting,'Hyderabad',7-12 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
1744,Lead/Senior Data Scientist,Mapps IT Services Pvt Ltd.,'Remote',5-10 ,"['_', '_', '_', '_', '_', 'python', '_', 'r', '_', '_', '_', 'data science', '_', '_', '_', '_', '_']",-1.0
1745,Senior / Lead Data Scientist | GeakMinds | Chennai,Geakminds Technologies Private Limited,'Chennai',5-10 ,"['_', '_', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
1746,Senior Data Scientist - Research,Gojek,'Bangalore',5-11 ,"['_', '_', '_', 'computer science', '_', '_', '_', '_', '_', 'data science', '_', 'machine learning', '_', '_', '_', 'sql', '_']",-1.0
1747,Data Scientist /Senior Data Scientist,Dun & Bradstreet,"'Chennai', 'Bangalore'",2-5 ,"['_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', 'python', '_']",-1.0
1748,Senior Data Scientist,Gsn Games India,'Bangalore',3-5 ,"['_', 'computer science', '_', '_', '_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_']",-1.0
1749,Senior Data Scientist,Walmart,'Bangalore',5-9 ,"['_', '_', '_', '_', '_', 'data science', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_']",-1.0
1750,"Senior Data Scientist, Speech Synthesis",NVIDIA,"'Hyderabad', ' Pune', 'Bangalore'",4-7 ,"['_', '_', '_', '_', '_']",-1.0
1751,Senior Data Scientist (Marketplace),Walmart,'Bangalore',4-8 ,"['_', 'java', '_', '_', '_', 'python', '_', '_', '_', 'sql', '_', '_', '_', 'it skills', '_', 'data science', '_']",-1.0
1752,Senior Data Scientist,Walmart,'Bangalore',5-9 ,"['_', 'it skills', '_', 'python', '_', '_', '_', 'machine learning', '_', 'big data', '_', 'computer science', '_', '_', '_', '_', '_']",-1.0
1753,Senior Data Scientist - Customer Analytics,Atlassian,'Bangalore',4-8 ,"['_', '_', '_', '_', '_', 'python', '_', '_', '_', 'r', '_', 'sql', '_', '_', '_', '_', '_']",-1.0
1754,Senior Data Scientist,Ericsson Global Services,'Bangalore',10-20 ,"['_', '_', '_', '_', '_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
1755,Sr Applied Data Scientist,Tesco Bengaluru,'Bangalore',3-6 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'sql', '_']",-1.0
1756,Data Scientist (Lead Associate / Assistant Manager),HigHRise Solutions LLP,'Gurgaon',3-6 ,"['_', '_', '_', '_', '_', 'python', '_', 'r', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
1757,Data Scientist: Artificial Intelligence,IBM,'Kolkata',12-15 ,"['_', '_', '_', '_', '_', 'artificial intelligence', '_', '_', '_', '_', '_', 'big data', '_', '_', '_', '_', '_']",-1.0
1758,Data Scientist - SQL/Python/Machine Learning Algorithms,TalentStack,'Bangalore',1-4 ,"['_', 'it skills', '_', 'java', '_', 'python', '_', 'data science', '_', 'machine learning', '_', '_', '_', 'r', '_', 'data scientist', '_']",-1.0
1759,Data Scientist - Python/Machine Learning,Exploro Solutions,'Bangalore',5-10 ,"['_', 'python', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', 'sql', '_', '_', '_']",-1.0
1760,Data Scientist - Python/SQL,Catalyst,'Bangalore',2-7 ,"['_', 'java', '_', 'data science', '_', '_', '_', 'python', '_', '_', '_', 'machine learning', '_', '_', '_', 'r', '_']",-1.0
1761,Data Scientist,First Employer,"'Gurgaon', 'Delhi'",4-8 ,"['_', '_', '_', 'r', '_', 'python', '_', 'it skills', '_', 'data science', '_', 'machine learning', '_', '_', '_', '_', '_']",-1.0
1762,Data Scientist,First Employer,"'Gurgaon', 'Delhi'",4-8 ,"['_', 'machine learning', '_', 'r', '_', '_', '_', 'it skills', '_', 'python', '_', 'data science', '_', '_', '_', '_', '_']",-1.0
1763,Data Scientist,Mindreamers,'Noida',2-5 ,"['_', 'r', '_', 'python', '_', 'it skills', '_', '_', '_', 'data scientist', '_', '_', '_', '_', '_']",1.0
1764,Data Scientist - Predictive Analytics,TalentStack,'Bangalore',1-3 ,"['_', '_', '_', '_', '_', '_', '_', 'it skills', '_', 'java', '_', 'python', '_', 'data science', '_', 'machine learning', '_']",-1.0
1765,Data Scientist - Machine Learning,Synctactic AI,'Bangalore',8-13 ,"['_', 'big data', '_', '_', '_', '_', '_', 'machine learning', '_', 'data science', '_', '_', '_', 'java', '_', '_', '_']",-1.0
1766,Data Scientist - Predictive Analytics,TalentStack,'Bangalore',1-3 ,"['_', 'it skills', '_', 'java', '_', 'python', '_', 'data science', '_', 'machine learning', '_', '_', '_', 'data scientist', '_', '_', '_']",-1.0
1767,Data Scientist - Machine Learning/Deep Learning,Serving Skill,'Bangalore',4-6 ,"['_', 'data science', '_', '_', '_', '_', '_', 'data scientist', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_']",-1.0
1768,Data Scientist - Machine Learning,Catalyst,'Bangalore',2-7 ,"['_', 'data science', '_', '_', '_', 'data scientist', '_', '_', '_', '_', '_', 'machine learning', '_']",-1.0
1769,Data Scientist - HDFS/SQL,Glowfin India Solutions,'Bangalore',3-7 ,"['_', '_', '_', '_', '_', '_', '_', 'data scientist', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
1770,Excellent opportunity For Data Scientist in Pune For a MNC,Peoplefy Infosolutions Pvt. Ltd.,'Pune',6-11 ,"['_', 'data science', '_', 'python', '_', 'machine learning', '_', '_', '_', 'r', '_', 'sql', '_', 'it skills', '_']",-1.0
1771,Fraud Data Scientist,Bigshyft Hiring for PayU Finance,"'Mumbai', ' Gurgaon', 'Bangalore'",2-7 ,"['_', '_', '_', '_', '_', 'python', '_', '_', '_', 'sql', '_']",-1.0
1772,Data Scientist: Artificial Intelligence,IBM,'Mumbai',2-6 ,"['_', 'it skills', '_', 'java', '_', 'python', '_', 'artificial intelligence', '_', 'big data', '_', '_', '_', '_', '_', '_', '_']",-1.0
1773,Junior Data Scientist,Accenture,'India',2-6 ,"['_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
1774,Senior Data Scientist - Analytics Organization- Data Science,PlaceMinds Consulting Pvt. Ltd,"'Mumbai', ' Pune', 'Bangalore'",6-11 ,"['_', 'data science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
1775,Data Scientist - Python - IIT/ DSE/ IIMS,Huquo Consulting Pvt. Ltd,'Delhi',2-5 ,"['_', '_', '_', '_', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
1776,Data Scientist,Alp Consulting Limited,"'Kolkata', ' Hyderabad', ' Pune', ' Chennai', ' Bangalore', 'Delhi'",1-6 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
1777,Data & Applied Scientist Manager,Microsoft,'Bangalore',6-10 ,"['_', 'it skills', '_', 'python', '_', 'data science', '_', 'machine learning', '_', 'artificial intelligence', '_', 'big data', '_', 'computer science', '_', '_', '_']",-1.0
1778,Data Scientist,SS Supply Chain Solutions Pvt. Ltd. (3SC),'Pune',3-8 ,"['_', 'data science', '_', '_', '_', '_', '_', 'python', '_', '_', '_', '_', '_', '_', '_']",-1.0
1779,"Data scientist,Pan India",Z2Plus Placement & Security Agency Pvt. Ltd.,'remote',2-3 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_']",-1.0
1780,Data Scientist,Michelin,'Pune',2-6 ,"['_', '_', '_', '_', '_', 'machine learning', '_', '_', '_', '_', '_']",-1.0
1781,Data Scientist-Onsite and offshore,PROKXIMITY,"'Hyderabad', ' Pune', ' Chennai', ' Bangalore', ' Delhi ', 'Mumbai'",3-8 ,"['_', 'data science', '_', '_', '_', 'machine learning', '_', '_', '_', 'python', '_', '_', '_', 'r', '_', '_', '_']",-1.0
1782,Data Scientist,Axis My India Limited,'Mumbai',4-8 ,"['_', '_', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'r', '_']",-1.0
1783,DATA SCIENTISTS,Indira Securities Pvt. Ltd,'Indore',5-8 ,"['_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
1784,Data Scientist,Wcities,'Mumbai',3-6 ,"['_', '_', '_', 'machine learning', '_', 'artificial intelligence', '_', '_', '_', 'python', '_', '_', '_', 'sql', '_', 'it skills', '_']",-1.0
1785,Data Scientist - AI / ML,BRANE ENTERPRISES PRIVATE LIMITED,'Hyderabad',1-6 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_']",-1.0
1786,Data Scientist - WhatsApp Calling/Remote Presence,WhatsApp Inc.,'Remote',8-13 ,"['_', 'computer science', '_', '_', '_', '_', '_', 'data science', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
1787,ASSOCIATE-DATA SCIENTIST,CHANGE LEADERS CONSULTING,'Bangalore',3-5 ,"['_', '_', '_', 'python', '_', 'sql', '_', 'r', '_', 'machine learning', '_', '_', '_', '_', '_']",-1.0
1788,Senior Data Scientist,Fractal Analytics,"'Gurgaon', ' Bangalore', 'Mumbai'",5-10 ,"['_', 'it skills', '_', 'python', '_', 'data science', '_', 'machine learning', '_', 'artificial intelligence', '_', 'r', '_', '_', '_', '_', '_']",-1.0
1789,DBCG IND - GAMMA Senior Data Scientist,Boston Consulting Group,"'Mumbai', ' Delhi', ' Chennai', 'Bengaluru'",6-10 ,"['_', 'computer science', '_', '_', '_', '_', '_', 'data science', '_', 'artificial intelligence', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
1790,Sr. Data Scientist-Machine Learning-Permanent Remote Job,Lending Tree Research Services LLP,'Remote',3-8 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', 'sql', '_', '_', '_']",-1.0
1791,Senior Data Scientist,ARIMAX GLOBAL PRIVATE LIMITED,"'Mumbai', ' Mumbai Suburban', 'Mumbai'",5-10 ,"['_', 'python', '_', 'r', '_', 'java', '_', '_', '_', '_', '_', '_', '_', 'sql', '_']",-1.0
1792,Senior Data Scientist (CV+Python),TomTom,'Pune',5-9 ,"['_', 'it skills', '_', 'python', '_', '_', '_', 'data science', '_', 'machine learning', '_', '_', '_', 'big data', '_', '_', '_']",-1.0
1793,"Senior Data Scientist, NLP and Dialog Systems",NVIDIA,"'Hyderabad', 'Pune'",3-6 ,"['_', '_', '_', '_', '_']",-1.0
1794,Senior Speech Data Scientist,NVIDIA,'Pune',5-8 ,"['_', 'computer science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
1795,Data Scientist: Artificial Intelligence,IBM,'Bangalore',3-7 ,"['_', '_', '_', '_', '_', '_', '_', 'java', '_', 'r', '_', 'sql', '_', 'python', '_', '_', '_']",-1.0
1796,Data Scientist: Artificial Intelligence,IBM,'Bangalore',3-7 ,"['_', 'computer science', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
1797,Data Scientist: Artificial Intelligence,IBM,'Bangalore',2-6 ,"['_', 'it skills', '_', 'java', '_', 'python', '_', 'artificial intelligence', '_', 'big data', '_', '_', '_', '_', '_', '_', '_']",-1.0
1798,Data Scientist: Artificial Intelligence,IBM,'Bangalore',3-7 ,"['_', '_', '_', '_', '_', '_', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
1799,Data Scientist: Artificial Intelligence,IBM,'Bangalore',3-7 ,"['_', '_', '_', '_', '_', '_', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_']",-1.0
1800,Data Scientist: Artificial Intelligence,IBM,'Bangalore',3-7 ,"['_', '_', '_', 'python', '_', '_', '_', '_', '_', '_', '_', 'r', '_', '_', '_', '_', '_']",-1.0
1801,Data Scientist: Artificial Intelligence,IBM,'Bangalore',3-7 ,"['_', '_', '_', '_', '_', '_', '_', 'java', '_', 'python', '_', '_', '_', '_', '_', '_', '_']",-1.0
1802,Data Scientist: Artificial Intelligence,IBM,'Bangalore',1-2 ,"['_', 'it skills', '_', 'java', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
1803,Data Scientist: Artificial Intelligence,IBM,'Bangalore',4-6 ,"['_', '_', '_', '_', '_', 'artificial intelligence', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'sql', '_']",-1.0
1804,Data Scientist,IBM,'Bangalore',10-15 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', 'java', '_']",-1.0
1805,Data Scientist (NLP),Fractal Analytics,'Mumbai',2-4 ,"['_', 'it skills', '_', 'java', '_', 'python', '_', 'machine learning', '_', 'data science', '_', '_', '_', '_', '_', '_', '_']",-1.0
1806,Data Scientist For leading NBFC,SKILLVENTORY,'Pune',1-6 ,"['_', 'data science', '_', '_', '_', '_', '_', 'artificial intelligence', '_', '_', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
1807,Data Scientist - Artificial Intelligence/ Machine Learning,Confidential,'Hyderabad',4-8 ,"['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
1808,Data Scientist - Computer Vision/NLP,TalentStack,'Mumbai',1-4 ,"['_', 'it skills', '_', 'python', '_', 'data science', '_', 'machine learning', '_', 'big data', '_', '_', '_', '_', '_', 'data scientist', '_']",-1.0
1809,Data Scientist - Tensorflow/ Deep Learning,TalentStack,'Mumbai',1-4 ,"['_', '_', '_', '_', '_', 'python', '_', '_', '_', 'it skills', '_', 'data science', '_', 'machine learning', '_', 'big data', '_']",-1.0
1810,Data Scientist - Python full stack,Hitkari Solutions,'Hyderabad',5-10 ,"['_', '_', '_', 'r', '_', 'python', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
1811,Data Scientist - Python/Power BI/SQL,Huquo Consulting Pvt. Ltd,'Mumbai',1-5 ,"['_', '_', '_', 'python', '_', '_', '_', '_', '_', 'sql', '_', '_', '_', 'it skills', '_', 'data science', '_']",-1.0
1812,Data Scientist - Python/SAS/R - Analytics Center of Excellence,Huquo Consulting Pvt. Ltd,'Mumbai',2-6 ,"['_', '_', '_', '_', '_', 'r', '_', '_', '_', '_', '_', '_', '_', 'machine learning', '_', 'python', '_']",-1.0
1813,Data Scientist - Digital Marketing Solutions,OPTIONS INDIA GROUP,'Kolkata',3-8 ,"['_', '_', '_', '_', '_', 'artificial intelligence', '_', 'machine learning', '_', '_', '_', 'r', '_', '_', '_', '_', '_']",-1.0
1814,Data Scientist - Python/Power BI/SQL,Huquo Consulting Pvt. Ltd,'Mumbai',1-5 ,"['_', 'it skills', '_', 'python', '_', '_', '_', 'data science', '_', 'r', '_', '_', '_', 'data scientist', '_', '_', '_']",-1.0
1815,Data Scientist - Computer Vision/ NLP,TalentStack,'Mumbai',1-4 ,"['_', '_', '_', '_', '_', 'python', '_', 'it skills', '_', 'data science', '_', 'machine learning', '_', 'big data', '_', '_', '_']",-1.0
1816,Data Scientist - Power BI/Tableau,Huquo Consulting Pvt. Ltd,'Mumbai',2-7 ,"['_', '_', '_', '_', '_', 'python', '_', 'it skills', '_', 'data science', '_', 'machine learning', '_', 'r', '_', '_', '_']",-1.0
1817,Data Scientist - Artificial Intelligence/Machine Learning,Executive Selection India,'Hyderabad',3-8 ,"['_', '_', '_', 'machine learning', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",-1.0
1818,Manager - Artificial Intelligence/Data Scientist - BFSI,Dimensions HRD Consultants,"'Mumbai', 'NaviMumbai'",15-20 ,"['_', 'data science', '_', '_', '_', '_', '_', 'artificial intelligence', '_', 'data scientist', '_', '_', '_', 'machine learning', '_', '_', '_']",-1.0
